Synonyms	Symbol	Chromosome
HEL-S-274	ANXA4	2
P32.5	ANXA4	2
PAP-II	ANXA4	2
PIG28	ANXA4	2
PP4-X	ANXA4	2
ZAP36	ANXA4	2
ANXA5	ANXA5	4
ANX5	ANXA5	4
ENX2	ANXA5	4
HEL-S-7	ANXA5	4
PP4	ANXA5	4
RPRGL3	ANXA5	4
ANXA6	ANXA6	5
ANX6	ANXA6	5
CBP68	ANXA6	5
ANXA7	ANXA7	10
ANX7	ANXA7	10
SNX	ANXA7	10
SYNEXIN	ANXA7	10
ANXA11	ANXA11	10
ANX11	ANXA11	10
CAP50	ANXA11	10
ANXA13	ANXA13	8
ANX13	ANXA13	8
ISA	ANXA13	8
AOAH	AOAH	7
-	AOAH	7
AOC2	AOC2	17
DAO2	AOC2	17
RAO	AOC2	17
SSAO	AOC2	17
AOX1	AOX1	2
AO	AOX1	2
AOH1	AOX1	2
APAF1	APAF1	12
APAF-1	APAF1	12
CED4	APAF1	12
NUDT2	NUDT2	9
APAH1	NUDT2	9
APOF	APOF	12
Apo-F	APOF	12
LTIP	APOF	12
APBA1	APBA1	9
D9S411E	APBA1	9
LIN10	APBA1	9
MINT1	APBA1	9
X11	APBA1	9
X11A	APBA1	9
X11ALPHA	APBA1	9
APBA2	APBA2	15
D15S1518E	APBA2	15
HsT16821	APBA2	15
LIN-10	APBA2	15
MGC:14091	APBA2	15
MINT2	APBA2	15
X11-BETA	APBA2	15
X11L	APBA2	15
APBB1	APBB1	11
FE65	APBB1	11
MGC:9072	APBB1	11
RIR	APBB1	11
APBB2	APBB2	4
FE65L	APBB2	4
FE65L1	APBB2	4
APC	APC	5
BTPS2	APC	5
DP2	APC	5
DP2.5	APC	5
DP3	APC	5
GS	APC	5
PPP1R46	APC	5
APCS	APCS	1
HEL-S-92n	APCS	1
PTX2	APCS	1
SAP	APCS	1
AIRE	AIRE	21
AIRE1	AIRE	21
APECED	AIRE	21
APS1	AIRE	21
APSI	AIRE	21
PGA1	AIRE	21
APEH	APEH	3
AARE	APEH	3
ACPH	APEH	3
APH	APEH	3
D3F15S2	APEH	3
D3S48E	APEH	3
DNF15S2	APEH	3
OPH	APEH	3
APEX1	APEX1	14
APE	APEX1	14
APE1	APEX1	14
APEN	APEX1	14
APEX	APEX1	14
APX	APEX1	14
HAP1	APEX1	14
REF1	APEX1	14
BIRC2	BIRC2	11
API1	BIRC2	11
HIAP2	BIRC2	11
Hiap-2	BIRC2	11
MIHB	BIRC2	11
RNF48	BIRC2	11
c-IAP1	BIRC2	11
cIAP1	BIRC2	11
BIRC3	BIRC3	11
AIP1	BIRC3	11
API2	BIRC3	11
CIAP2	BIRC3	11
HAIP1	BIRC3	11
HIAP1	BIRC3	11
MALT2	BIRC3	11
MIHC	BIRC3	11
RNF49	BIRC3	11
c-IAP2	BIRC3	11
XIAP	XIAP	X
API3	XIAP	X
BIRC4	XIAP	X
IAP-3	XIAP	X
ILP1	XIAP	X
MIHA	XIAP	X
XLP2	XIAP	X
hIAP-3	XIAP	X
hIAP3	XIAP	X
BIRC5	BIRC5	17
API4	BIRC5	17
EPR-1	BIRC5	17
APLP1	APLP1	19
APLP	APLP1	19
APLP2	APLP2	11
APLP-2	APLP2	11
APPH	APLP2	11
APPL2	APLP2	11
CDEBP	APLP2	11
APOA1	APOA1	11
apo(a)	APOA1	11
APOA2	APOA2	1
Apo-AII	APOA2	1
ApoA-II	APOA2	1
apoAII	APOA2	1
APOA4	APOA4	11
-	APOA4	11
APOB	APOB	2
FLDB	APOB	2
LDLCQ4	APOB	2
apoB-100	APOB	2
apoB-48	APOB	2
APOBEC1	APOBEC1	12
APOBEC-1	APOBEC1	12
BEDP	APOBEC1	12
CDAR1	APOBEC1	12
HEPR	APOBEC1	12
APOC1	APOC1	19
Apo-CI	APOC1	19
ApoC-I	APOC1	19
apo-CIB	APOC1	19
apoC-IB	APOC1	19
APOC1P1	APOC1P1	19
-	APOC1P1	19
AQP8	AQP8	16
AQP-8	AQP8	16
APOC2	APOC2	19
APO-CII	APOC2	19
APOC-II	APOC2	19
APOC3	APOC3	11
APOCIII	APOC3	11
HALP2	APOC3	11
APOC4	APOC4	19
APO-CIV	APOC4	19
APOC-IV	APOC4	19
APOD	APOD	3
-	APOD	3
APOE	APOE	19
AD2	APOE	19
APO-E	APOE	19
ApoE4	APOE	19
LDLCQ5	APOE	19
LPG	APOE	19
APOH	APOH	17
B2G1	APOH	17
B2GP1	APOH	17
BG	APOH	17
APP	APP	21
AAA	APP	21
ABETA	APP	21
ABPP	APP	21
AD1	APP	21
APPI	APP	21
CTFgamma	APP	21
CVAP	APP	21
PN-II	APP	21
PN2	APP	21
APRT	APRT	16
AMP	APRT	16
APRTD	APRT	16
KLK3	KLK3	19
APS	KLK3	19
KLK2A1	KLK3	19
PSA	KLK3	19
hK3	KLK3	19
FAS	FAS	10
ALPS1A	FAS	10
APO-1	FAS	10
APT1	FAS	10
CD95	FAS	10
FAS1	FAS	10
FASTM	FAS	10
TNFRSF6	FAS	10
FASLG	FASLG	1
ALPS1B	FASLG	1
APT1LG1	FASLG	1
APTL	FASLG	1
CD178	FASLG	1
CD95-L	FASLG	1
CD95L	FASLG	1
FASL	FASLG	1
TNFSF6	FASLG	1
TNLG1A	FASLG	1
SHROOM2	SHROOM2	X
APXL	SHROOM2	X
HSAPXL	SHROOM2	X
AQP1	AQP1	7
AQP-CHIP	AQP1	7
CHIP28	AQP1	7
CO	AQP1	7
AQP2	AQP2	12
AQP-CD	AQP2	12
WCH-CD	AQP2	12
AQP3	AQP3	9
AQP-3	AQP3	9
GIL	AQP3	9
AQP4	AQP4	18
MIWC	AQP4	18
WCH4	AQP4	18
AQP5	AQP5	12
AQP-5	AQP5	12
PPKB	AQP5	12
AQP6	AQP6	12
AQP2L	AQP6	12
KID	AQP6	12
AQP7	AQP7	9
AQP7L	AQP7	9
AQPap	AQP7	9
GLYCQTL	AQP7	9
AQP9	AQP9	15
AQP-9	AQP9	15
HsT17287	AQP9	15
SSC1	AQP9	15
T17287	AQP9	15
AR	AR	X
AIS	AR	X
AR8	AR	X
DHTR	AR	X
HUMARA	AR	X
HYSP1	AR	X
KD	AR	X
NR3C4	AR	X
SBMA	AR	X
SMAX1	AR	X
TFM	AR	X
ABCC6	ABCC6	16
ABC34	ABCC6	16
ARA	ABCC6	16
EST349056	ABCC6	16
GACI2	ABCC6	16
MLP1	ABCC6	16
MOAT-E	ABCC6	16
MOATE	ABCC6	16
MRP6	ABCC6	16
PXE	ABCC6	16
PXE1	ABCC6	16
URG7	ABCC6	16
ARAF	ARAF	X
A-RAF	ARAF	X
ARAF1	ARAF	X
PKS2	ARAF	X
RAFA1	ARAF	X
ARCN1	ARCN1	11
COPD	ARCN1	11
SRMMD	ARCN1	11
TRIM23	TRIM23	5
ARD1	TRIM23	5
ARFD1	TRIM23	5
RNF46	TRIM23	5
AREG	AREG	4
AR	AREG	4
AREGB	AREG	4
CRDGF	AREG	4
SDGF	AREG	4
ARF1	ARF1	1
-	ARF1	1
ARF3	ARF3	12
-	ARF3	12
ARF4	ARF4	3
ARF2	ARF4	3
ARL4D	ARL4D	17
ARF4L	ARL4D	17
ARL6	ARL4D	17
ARF4P1	ARF4P1	9
ARF4P	ARF4P1	9
ARF5	ARF5	7
-	ARF5	7
ARF6	ARF6	14
-	ARF6	14
ARG1	ARG1	6
-	ARG1	6
ARG2	ARG2	14
-	ARG2	14
RHOA	RHOA	3
ARH12	RHOA	3
ARHA	RHOA	3
RHO12	RHOA	3
RHOH12	RHOA	3
RHOB	RHOB	2
ARH6	RHOB	2
ARHB	RHOB	2
MST081	RHOB	2
MSTP081	RHOB	2
RHOH6	RHOB	2
RHOC	RHOC	1
ARH9	RHOC	1
ARHC	RHOC	1
H9	RHOC	1
RHOH9	RHOC	1
RND3	RND3	2
ARHE	RND3	2
Rho8	RND3	2
RhoE	RND3	2
memB	RND3	2
RHOG	RHOG	11
ARHG	RHOG	11
ARHGAP1	ARHGAP1	11
CDC42GAP	ARHGAP1	11
RHOGAP	ARHGAP1	11
RHOGAP1	ARHGAP1	11
p50rhoGAP	ARHGAP1	11
ARHGAP4	ARHGAP4	X
C1	ARHGAP4	X
RGC1	ARHGAP4	X
RhoGAP4	ARHGAP4	X
SrGAP4	ARHGAP4	X
p115	ARHGAP4	X
ARHGAP5	ARHGAP5	14
GFI2	ARHGAP5	14
RhoGAP5	ARHGAP5	14
p190-B	ARHGAP5	14
p190BRhoGAP	ARHGAP5	14
ARHGAP6	ARHGAP6	X
RHOGAP6	ARHGAP6	X
RHOGAPX-1	ARHGAP6	X
ARHGDIA	ARHGDIA	17
GDIA1	ARHGDIA	17
HEL-S-47e	ARHGDIA	17
NPHS8	ARHGDIA	17
RHOGDI	ARHGDIA	17
RHOGDI-1	ARHGDIA	17
ARHGDIB	ARHGDIB	12
D4	ARHGDIB	12
GDIA2	ARHGDIB	12
GDID4	ARHGDIB	12
LYGDI	ARHGDIB	12
Ly-GDI	ARHGDIB	12
RAP1GN1	ARHGDIB	12
RhoGDI2	ARHGDIB	12
ARHGDIG	ARHGDIG	16
RHOGDI-3	ARHGDIG	16
RHOH	RHOH	4
ARHH	RHOH	4
TTF	RHOH	4
ARL1	ARL1	12
ARFL1	ARL1	12
PHOX2A	PHOX2A	11
ARIX	PHOX2A	11
CFEOM2	PHOX2A	11
FEOM2	PHOX2A	11
NCAM2	PHOX2A	11
PMX2A	PHOX2A	11
ARL2	ARL2	11
ARFL2	ARL2	11
ARL3	ARL3	10
ARFL3	ARL3	10
ARNT	ARNT	1
HIF-1-beta	ARNT	1
HIF-1beta	ARNT	1
HIF1-beta	ARNT	1
HIF1B	ARNT	1
HIF1BETA	ARNT	1
TANGO	ARNT	1
bHLHe2	ARNT	1
ARNTL	ARNTL	11
BMAL1	ARNTL	11
BMAL1c	ARNTL	11
JAP3	ARNTL	11
MOP3	ARNTL	11
PASD3	ARNTL	11
TIC	ARNTL	11
bHLHe5	ARNTL	11
ARR3	ARR3	X
ARRX	ARR3	X
cArr	ARR3	X
ARRB1	ARRB1	11
ARB1	ARRB1	11
ARR1	ARRB1	11
ARRB2	ARRB2	17
ARB2	ARRB2	17
ARR2	ARRB2	17
BARR2	ARRB2	17
ARSA	ARSA	22
MLD	ARSA	22
ARSB	ARSB	5
ASB	ARSB	5
G4S	ARSB	5
MPS6	ARSB	5
STS	STS	X
ARSC	STS	X
ARSC1	STS	X
ASC	STS	X
ES	STS	X
SSDD	STS	X
XLI	STS	X
ARSC2	ARSC2	X
ARSC	ARSC2	X
ARSD	ARSD	X
ASD	ARSD	X
ARSE	ARSE	X
ASE	ARSE	X
CDPX	ARSE	X
CDPX1	ARSE	X
CDPXR	ARSE	X
ARSF	ARSF	X
ASF	ARSF	X
ART1	ART1	11
ART2	ART1	11
ARTC1	ART1	11
CD296	ART1	11
RT6	ART1	11
ART2P	ART2P	11
ART1P	ART2P	11
RT6	ART2P	11
ART3	ART3	4
ARTC3	ART3	4
ART4	ART4	12
ARTC4	ART4	12
CD297	ART4	12
DO	ART4	12
DOK1	ART4	12
ARVCF	ARVCF	22
-	ARVCF	22
ARVD3	ARVD3	14
ARVD2	ARVD3	14
ARVD4	ARVD4	2
-	ARVD4	2
ASAH1	ASAH1	8
AC	ASAH1	8
ACDase	ASAH1	8
ASAH	ASAH1	8
PHP	ASAH1	8
PHP32	ASAH1	8
SMAPME	ASAH1	8
ASCL1	ASCL1	12
ASH1	ASCL1	12
HASH1	ASCL1	12
MASH1	ASCL1	12
bHLHa46	ASCL1	12
ASCL2	ASCL2	11
ASH2	ASCL2	11
HASH2	ASCL2	11
MASH2	ASCL2	11
bHLHa45	ASCL2	11
ASD1	ASD1	5
-	ASD1	5
ASGR1	ASGR1	17
ASGPR	ASGR1	17
ASGPR1	ASGR1	17
CLEC4H1	ASGR1	17
HL-1	ASGR1	17
ASGR2	ASGR2	17
ASGP-R2	ASGR2	17
ASGPR2	ASGR2	17
CLEC4H2	ASGR2	17
HBXBP	ASGR2	17
HL-2	ASGR2	17
ASIP	ASIP	20
AGSW	ASIP	20
AGTI	ASIP	20
AGTIL	ASIP	20
ASP	ASIP	20
SHEP9	ASIP	20
ASL	ASL	7
ASAL	ASL	7
ASLP1	ASLP1	22
ASLL	ASLP1	22
ASMT	ASMT	X|Y
ASMTY	ASMT	X|Y
HIOMT	ASMT	X|Y
HIOMTY	ASMT	X|Y
ASNA1	ASNA1	19
ARSA-I	ASNA1	19
ARSA1	ASNA1	19
ASNA-I	ASNA1	19
GET3	ASNA1	19
TRC40	ASNA1	19
ASNS	ASNS	7
ASNSD	ASNS	7
TS11	ASNS	7
ASNSP2	ASNSP2	21
ASNSL2	ASNSP2	21
ASPA	ASPA	17
ACY2	ASPA	17
ASP	ASPA	17
ASPH	ASPH	8
AAH	ASPH	8
BAH	ASPH	8
CASQ2BP1	ASPH	8
FDLAB	ASPH	8
HAAH	ASPH	8
JCTN	ASPH	8
junctin	ASPH	8
ASS1	ASS1	9
ASS	ASS1	9
CTLN1	ASS1	9
ASS1P2	ASS1P2	2
ASSP2	ASS1P2	2
ASS1P4	ASS1P4	X
ASSP4	ASS1P4	X
ASS1P5	ASS1P5	X
ASSP5	ASS1P5	X
ASS1P6	ASS1P6	Y
ASSP6	ASS1P6	Y
ASS1P8	ASS1P8	4
ASSP8	ASS1P8	4
ASS1P9	ASS1P9	5
ASSP9	ASS1P9	5
ASS1P10	ASS1P10	5
ASSP10	ASS1P10	5
ASS1P14	ASS1P14	12
ASSP14	ASS1P14	12
ASTN1	ASTN1	1
ASTN	ASTN1	1
SERPINC1	SERPINC1	1
AT3	SERPINC1	1
AT3D	SERPINC1	1
ATIII	SERPINC1	1
THPH7	SERPINC1	1
ZFHX3	ZFHX3	16
ATBF1	ZFHX3	16
ATBT	ZFHX3	16
ZNF927	ZFHX3	16
ATD	ATD	15
ATD1	ATD	15
ATF1	ATF1	12
EWS-ATF1	ATF1	12
FUS/ATF-1	ATF1	12
TREB36	ATF1	12
ATF3	ATF3	1
-	ATF3	1
ATF4	ATF4	22
CREB-2	ATF4	22
CREB2	ATF4	22
TAXREB67	ATF4	22
TXREB	ATF4	22
ATF4P1	ATF4P1	X
ATF4P	ATF4P1	X
TAXREB67P	ATF4P1	X
TXREBP	ATF4P1	X
ATHS	ATHS	19
ALP	ATHS	19
ATIC	ATIC	2
AICAR	ATIC	2
AICARFT	ATIC	2
HEL-S-70p	ATIC	2
IMPCHASE	ATIC	2
PURH	ATIC	2
ATM	ATM	11
AT1	ATM	11
ATA	ATM	11
ATC	ATM	11
ATD	ATM	11
ATDC	ATM	11
ATE	ATM	11
TEL1	ATM	11
TELO1	ATM	11
RERE	RERE	1
ARG	RERE	1
ARP	RERE	1
ATN1L	RERE	1
DNB1	RERE	1
NEDBEH	RERE	1
ATOH1	ATOH1	4
ATH1	ATOH1	4
HATH1	ATOH1	4
MATH-1	ATOH1	4
bHLHa14	ATOH1	4
ATOX1	ATOX1	5
ATX1	ATOX1	5
HAH1	ATOX1	5
ATP1A1	ATP1A1	1
-	ATP1A1	1
ATP1A2	ATP1A2	1
FHM2	ATP1A2	1
MHP2	ATP1A2	1
ATP1A3	ATP1A3	19
AHC2	ATP1A3	19
ATP1A1	ATP1A3	19
CAPOS	ATP1A3	19
DYT12	ATP1A3	19
RDP	ATP1A3	19
ATP12A	ATP12A	13
#945	ATP12A	13
ATP1AL1	ATP12A	13
HK	ATP12A	13
ATP1A4	ATP1A4	1
ATP1A1	ATP1A4	1
ATP1AL2	ATP1A4	1
ATP1B1	ATP1B1	1
ATP1B	ATP1B1	1
ATP1B2	ATP1B2	17
AMOG	ATP1B2	17
ATP1B3	ATP1B3	3
ATPB-3	ATP1B3	3
CD298	ATP1B3	3
ATP1B3P1	ATP1B3P1	2
-	ATP1B3P1	2
ATP1B1P1	ATP1B1P1	4
ATP1BL1	ATP1B1P1	4
FXYD2	FXYD2	11
ATP1G1	FXYD2	11
HOMG2	FXYD2	11
ATP2A1	ATP2A1	16
ATP2A	ATP2A1	16
SERCA1	ATP2A1	16
ATP2A2	ATP2A2	12
ATP2B	ATP2A2	12
DAR	ATP2A2	12
DD	ATP2A2	12
SERCA2	ATP2A2	12
ATP2A3	ATP2A3	17
SERCA3	ATP2A3	17
ATP2B1	ATP2B1	12
PMCA1	ATP2B1	12
PMCA1kb	ATP2B1	12
ATP2B2	ATP2B2	3
PMCA2	ATP2B2	3
PMCA2a	ATP2B2	3
PMCA2i	ATP2B2	3
ATP2B3	ATP2B3	X
CFAP39	ATP2B3	X
CLA2	ATP2B3	X
OPCA	ATP2B3	X
PMCA3	ATP2B3	X
PMCA3a	ATP2B3	X
SCAX1	ATP2B3	X
ATP2B4	ATP2B4	1
ATP2B2	ATP2B4	1
MXRA1	ATP2B4	1
PMCA4	ATP2B4	1
PMCA4b	ATP2B4	1
PMCA4x	ATP2B4	1
ATP4A	ATP4A	19
ATP6A	ATP4A	19
ATP4B	ATP4B	13
ATP6B	ATP4B	13
ATP5A1	ATP5A1	18
ATP5A	ATP5A1	18
ATP5AL2	ATP5A1	18
ATPM	ATP5A1	18
COXPD22	ATP5A1	18
HEL-S-123m	ATP5A1	18
MC5DN4	ATP5A1	18
MOM2	ATP5A1	18
OMR	ATP5A1	18
ORM	ATP5A1	18
hATP1	ATP5A1	18
ALDH7A1	ALDH7A1	5
ATQ1	ALDH7A1	5
EPD	ALDH7A1	5
PDE	ALDH7A1	5
ATP5A1P2	ATP5A1P2	2
ATP5AP2	ATP5A1P2	2
ATP5B	ATP5B	12
ATPMB	ATP5B	12
ATPSB	ATP5B	12
HEL-S-271	ATP5B	12
ATP5BP1	ATP5BP1	2
ATP5BL1	ATP5BP1	2
ATPMBL1	ATP5BP1	2
ATPSBL1	ATP5BP1	2
ATP5C1	ATP5C1	10
ATP5C	ATP5C1	10
ATP5CL1	ATP5C1	10
ATP5D	ATP5D	19
-	ATP5D	19
ATP5E	ATP5E	20
ATPE	ATP5E	20
MC5DN3	ATP5E	20
ATP5F1	ATP5F1	1
PIG47	ATP5F1	1
ATP5G1	ATP5G1	17
ATP5A	ATP5G1	17
ATP5G	ATP5G1	17
ATP5G2	ATP5G2	12
ATP5A	ATP5G2	12
ATP5G3	ATP5G3	2
P3	ATP5G3	2
ATP5G2P1	ATP5G2P1	1
ATP5GP1	ATP5G2P1	1
ATP5I	ATP5I	4
ATP5K	ATP5I	4
ATP5J	ATP5J	21
ATP5	ATP5J	21
ATP5A	ATP5J	21
ATPM	ATP5J	21
CF6	ATP5J	21
F6	ATP5J	21
ATP6V1A	ATP6V1A	3
ATP6A1	ATP6V1A	3
ATP6V1A1	ATP6V1A	3
HO68	ATP6V1A	3
VA68	ATP6V1A	3
VPP2	ATP6V1A	3
Vma1	ATP6V1A	3
ATP6V1B1	ATP6V1B1	2
ATP6B1	ATP6V1B1	2
RTA1B	ATP6V1B1	2
VATB	ATP6V1B1	2
VMA2	ATP6V1B1	2
VPP3	ATP6V1B1	2
ATP6V1B2	ATP6V1B2	8
ATP6B1B2	ATP6V1B2	8
ATP6B2	ATP6V1B2	8
DOOD	ATP6V1B2	8
HO57	ATP6V1B2	8
VATB	ATP6V1B2	8
VPP3	ATP6V1B2	8
Vma2	ATP6V1B2	8
ZLS2	ATP6V1B2	8
ATP6V0C	ATP6V0C	16
ATP6C	ATP6V0C	16
ATP6L	ATP6V0C	16
ATPL	ATP6V0C	16
VATL	ATP6V0C	16
VPPC	ATP6V0C	16
Vma3	ATP6V0C	16
ATP6V1C1	ATP6V1C1	8
ATP6C	ATP6V1C1	8
ATP6D	ATP6V1C1	8
VATC	ATP6V1C1	8
Vma5	ATP6V1C1	8
ATP6V1E1	ATP6V1E1	22
ATP6E	ATP6V1E1	22
ATP6E2	ATP6V1E1	22
ATP6V1E	ATP6V1E1	22
P31	ATP6V1E1	22
Vma4	ATP6V1E1	22
ATP6V0B	ATP6V0B	1
ATP6F	ATP6V0B	1
HATPL	ATP6V0B	1
VMA16	ATP6V0B	1
ATP6V1G2	ATP6V1G2	6
ATP6G	ATP6V1G2	6
ATP6G2	ATP6V1G2	6
NG38	ATP6V1G2	6
VMA10	ATP6V1G2	6
ATP6V0A1	ATP6V0A1	17
ATP6N1	ATP6V0A1	17
ATP6N1A	ATP6V0A1	17
Stv1	ATP6V0A1	17
VPP1	ATP6V0A1	17
Vph1	ATP6V0A1	17
a1	ATP6V0A1	17
ATP6AP1	ATP6AP1	X
16A	ATP6AP1	X
ATP6IP1	ATP6AP1	X
ATP6S1	ATP6AP1	X
Ac45	ATP6AP1	X
CF2	ATP6AP1	X
VATPS1	ATP6AP1	X
XAP-3	ATP6AP1	X
XAP3	ATP6AP1	X
ATP7A	ATP7A	X
DSMAX	ATP7A	X
MK	ATP7A	X
MNK	ATP7A	X
SMAX3	ATP7A	X
ATP5O	ATP5O	21
ATPO	ATP5O	21
HMC08D05	ATP5O	21
OSCP	ATP5O	21
ATP7B	ATP7B	13
PWD	ATP7B	13
WC1	ATP7B	13
WD	ATP7B	13
WND	ATP7B	13
ALDH7A1P1	ALDH7A1P1	5
ATQL1	ALDH7A1P1	5
ALDH7A1P2	ALDH7A1P2	2
ATQL2	ALDH7A1P2	2
ALDH7A1P3	ALDH7A1P3	7
ATQL3	ALDH7A1P3	7
ALDH7A1P4	ALDH7A1P4	10
ATQL4	ALDH7A1P4	10
ATR	ATR	3
FCTCS	ATR	3
FRP1	ATR	3
MEC1	ATR	3
SCKL	ATR	3
SCKL1	ATR	3
ATRX	ATRX	X
ATR2	ATRX	X
JMS	ATRX	X
MRX52	ATRX	X
MRXHF1	ATRX	X
RAD54	ATRX	X
RAD54L	ATRX	X
SFM1	ATRX	X
SHS	ATRX	X
XH2	ATRX	X
XNP	ATRX	X
ZNF-HX	ATRX	X
KIF1A	KIF1A	2
ATSV	KIF1A	2
C2orf20	KIF1A	2
HSN2C	KIF1A	2
MRD9	KIF1A	2
SPG30	KIF1A	2
UNC104	KIF1A	2
AUH	AUH	9
-	AUH	9
AUP1	AUP1	2
-	AUP1	2
AVP	AVP	20
ADH	AVP	20
ARVP	AVP	20
AVP-NPII	AVP	20
AVRP	AVP	20
VP	AVP	20
AVPR1A	AVPR1A	12
AVPR V1a	AVPR1A	12
AVPR1	AVPR1A	12
V1aR	AVPR1A	12
AVPR1B	AVPR1B	1
AVPR3	AVPR1B	1
AVPR2	AVPR2	X
ADHR	AVPR2	X
DI1	AVPR2	X
DIR	AVPR2	X
DIR3	AVPR2	X
NDI	AVPR2	X
V2R	AVPR2	X
AXL	AXL	19
ARK	AXL	19
JTK11	AXL	19
Tyro7	AXL	19
UFO	AXL	19
AZF1	AZF1	Y
AZF	AZF1	Y
AZFA	AZF1	Y
SP3	AZF1	Y
AZGP1	AZGP1	7
ZA2G	AZGP1	7
ZAG	AZGP1	7
AZU1	AZU1	19
AZAMP	AZU1	19
AZU	AZU1	19
CAP37	AZU1	19
HBP	AZU1	19
HUMAZUR	AZU1	19
NAZC	AZU1	19
hHBP	AZU1	19
B2M	B2M	15
IMD43	B2M	15
B2MR	B2MR	15
-	B2MR	15
BAAT	BAAT	9
BACAT	BAAT	9
BAT	BAAT	9
BACH1	BACH1	21
BACH-1	BACH1	21
BTBD24	BACH1	21
BAD	BAD	11
BBC2	BAD	11
BCL2L8	BAD	11
BAG1	BAG1	9
BAG-1	BAG1	9
HAP	BAG1	9
RAP46	BAG1	9
BAGE	BAGE	21
BAGE1	BAGE	21
CT2.1	BAGE	21
ADGRB1	ADGRB1	8
BAI1	ADGRB1	8
GDAIF	ADGRB1	8
ADGRB2	ADGRB2	1
BAI2	ADGRB2	1
ADGRB3	ADGRB3	6
BAI3	ADGRB3	6
BAK1	BAK1	6
BAK	BAK1	6
BAK-LIKE	BAK1	6
BCL2L7	BAK1	6
CDN1	BAK1	6
NKX3-2	NKX3-2	4
BAPX1	NKX3-2	4
NKX3.2	NKX3-2	4
NKX3B	NKX3-2	4
SMMD	NKX3-2	4
BARD1	BARD1	2
-	BARD1	2
BAX	BAX	19
BCL2L4	BAX	19
BBS1	BBS1	11
BBS2L2	BBS1	11
BBS2	BBS2	16
BBS	BBS2	16
RP74	BBS2	16
BBS4	BBS4	15
-	BBS4	15
BCAT1	BCAT1	12
BCATC	BCAT1	12
BCT1	BCAT1	12
ECA39	BCAT1	12
MECA39	BCAT1	12
PNAS121	BCAT1	12
PP18	BCAT1	12
BCAT2	BCAT2	19
BCAM	BCAT2	19
BCATM	BCAT2	19
BCT2	BCAT2	19
PP18	BCAT2	19
BCHE	BCHE	3
CHE1	BCHE	3
CHE2	BCHE	3
E1	BCHE	3
BCKDHA	BCKDHA	19
BCKDE1A	BCKDHA	19
MSU	BCKDHA	19
MSUD1	BCKDHA	19
OVD1A	BCKDHA	19
BCKDHB	BCKDHB	6
BCKDE1B	BCKDHB	6
BCKDH E1-beta	BCKDHB	6
E1B	BCKDHB	6
CCND1	CCND1	11
BCL1	CCND1	11
D11S287E	CCND1	11
PRAD1	CCND1	11
U21B31	CCND1	11
BCL2	BCL2	18
Bcl-2	BCL2	18
PPP1R50	BCL2	18
BCL2A1	BCL2A1	15
ACC-1	BCL2A1	15
ACC-2	BCL2A1	15
ACC1	BCL2A1	15
ACC2	BCL2A1	15
BCL2L5	BCL2A1	15
BFL1	BCL2A1	15
GRS	BCL2A1	15
HBPA1	BCL2A1	15
BCL2L1	BCL2L1	20
BCL-XL/S	BCL2L1	20
BCL2L	BCL2L1	20
BCLX	BCL2L1	20
Bcl-X	BCL2L1	20
PPP1R52	BCL2L1	20
BCL2L2	BCL2L2	14
BCL-W	BCL2L2	14
BCL2-L-2	BCL2L2	14
BCLW	BCL2L2	14
PPP1R51	BCL2L2	14
BAK1P1	BAK1P1	20
BAK2	BAK1P1	20
BCL2L7P1	BAK1P1	20
Bak-2	BAK1P1	20
BAK1P2	BAK1P2	11
BAK3	BAK1P2	11
BAK3P	BAK1P2	11
BCL2L7P2	BAK1P2	11
BCL3	BCL3	19
BCL4	BCL3	19
D19S37	BCL3	19
BCL5	BCL5	17
-	BCL5	17
BCL6	BCL6	3
BCL5	BCL6	3
BCL6A	BCL6	3
LAZ3	BCL6	3
ZBTB27	BCL6	3
ZNF51	BCL6	3
BCL7A	BCL7A	12
BCL7	BCL7A	12
NBEAP1	NBEAP1	15
BCL8	NBEAP1	15
BCL8A	NBEAP1	15
BCL9	BCL9	1
LGS	BCL9	1
TNFRSF17	TNFRSF17	16
BCM	TNFRSF17	16
BCMA	TNFRSF17	16
CD269	TNFRSF17	16
TNFRSF13A	TNFRSF17	16
HCN2	HCN2	19
BCNG-2	HCN2	19
BCNG2	HCN2	19
HAC-1	HCN2	19
OPN1SW	OPN1SW	7
BCP	OPN1SW	7
BOP	OPN1SW	7
CBT	OPN1SW	7
BCR	BCR	22
ALL	BCR	22
BCR1	BCR	22
CML	BCR	22
D22S11	BCR	22
D22S662	BCR	22
PHL	BCR	22
BCRP4	BCRP4	22
BCR-4	BCRP4	22
BCR4	BCRP4	22
BCRL4	BCRP4	22
BCS1L	BCS1L	2
BCS	BCS1L	2
BCS1	BCS1L	2
BJS	BCS1L	2
FLNMS	BCS1L	2
GRACILE	BCS1L	2
Hs.6719	BCS1L	2
MC3DN1	BCS1L	2
PTD	BCS1L	2
h-BCS	BCS1L	2
h-BCS1	BCS1L	2
BCYRN1	BCYRN1	2
BC200	BCYRN1	2
BC200a	BCYRN1	2
LINC00004	BCYRN1	2
NCRNA00004	BCYRN1	2
BCYRN1P1	BCYRN1P1	X
BC200b	BCYRN1P1	X
BCYRN1P2	BCYRN1P2	1
BC200g	BCYRN1P2	1
BDH1	BDH1	3
BDH	BDH1	3
SDR9C1	BDH1	3
